GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_004209755.1	8546138	GCF_004209755.1	8571598	
GCA_900090235.1	4676348	GCF_900090235.1	4678328	
GCA_900090275.1	4676288	GCF_900090275.1	4678128	
GCA_900091425.1	3343588	GCF_900091425.1	4880028	
GCA_900091545.1	4676408	GCF_900091545.1	4678388	
GCA_900091455.1	4676508	GCF_900091455.1	4678428	
GCA_900091505.1	4676328	GCF_900091505.1	4678288	
GCA_900090295.1	4676468	GCF_900090295.1	4678228	
GCA_900105385.1	3638908	GCF_900105385.1	4879688	
GCA_900090285.1	4676428	GCF_900090285.1	4678408	
GCA_007752935.1	12895668	GCF_007752935.1	13038088	
GCA_900089605.1	3311088	GCF_900089605.1	4877868	
GCA_003058325.1	6388328	GCF_003058325.1	6414258	
GCA_900104745.1	3638968	GCF_900104745.1	4886888	
GCA_000317145.1	502988	GCF_000317145.1	521928	
GCA_900090305.1	4676368	GCF_900090305.1	4678208	
GCA_900105165.1	3638748	GCF_900105165.1	4878788	
GCA_007754425.1	12897188	GCF_007754425.1	13038188	
GCA_002214185.1	4649478	GCF_002214185.1	25918838	
GCA_003367395.1	7035438	GCF_003367395.1	7055008	
GCA_011045195.1	17322658	GCF_011045195.1	17372428	
GCA_007753265.1	12896018	GCF_007753265.1	13036598	
GCA_003971235.1	8130548	GCF_003971235.1	8174198	
GCA_007744255.1	12886678	GCF_007744255.1	13037298	
GCA_900105065.1	3638628	GCF_900105065.1	4879008	
GCA_900104805.1	3638488	GCF_900104805.1	4872708	
GCA_007753095.1	12895818	GCF_007753095.1	13036498	
GCA_007744675.1	12887178	GCF_007744675.1	13037368	
GCA_900101785.1	3637548	GCF_900101785.1	4874448	
GCA_900105535.1	3638568	GCF_900105535.1	4880748	
GCA_900105045.1	3639128	GCF_900105045.1	4883108	
GCA_003600645.1	7508188	GCF_003600645.1	7527068	
GCA_900105785.1	3640058	GCF_900105785.1	4877288	
GCA_007754155.1	12896978	GCF_007754155.1	13039808	
GCA_007725405.1	12867628	GCF_007725405.1	13027678	
GCA_007746075.1	12888568	GCF_007746075.1	13041438	
GCA_007741475.1	12883658	GCF_007741475.1	13038588	
GCA_003096195.1	6456738	GCF_003096195.1	6459738	
GCA_900104965.1	3639978	GCF_900104965.1	4880788	
GCA_900105255.1	3639658	GCF_900105255.1	4884308	
GCA_900105315.1	3639778	GCF_900105315.1	4882528	
GCA_900105005.1	3639048	GCF_900105005.1	4872148	
GCA_900104525.1	3631378	GCF_900104525.1	4881108	
GCA_007743815.1	12886218	GCF_007743815.1	13038888	
GCA_002201475.1	4615858	GCF_002201475.1	4626258	
GCA_008365295.1	13701248	GCF_008365295.1	13723768	
GCA_900105655.1	3639598	GCF_900105655.1	4884948	
GCA_900105995.1	3639088	GCF_900105995.1	4871468	
GCA_900100885.1	3637188	GCF_900100885.1	4879468	
GCA_007745175.1	12887628	GCF_007745175.1	13036018	
GCA_004803915.1	9375158	GCF_004803915.1	9484468	
GCA_012221945.1	18605038	GCF_012221945.1	19791778	
GCA_000253115.1	362828	GCF_000253115.1	458488	
GCA_900104945.1	3639498	GCF_900104945.1	4891228	
GCA_003867015.1	7993858	GCF_003867015.1	8066118	
GCA_009735625.1	15587388	GCF_009735625.1	15599228	
GCA_019355975.1	28041378	GCF_019355975.1	28101208	
GCA_009768975.1	15647888	GCF_009768975.1	15776198	
GCA_900099705.1	3632838	GCF_900099705.1	4885908	
GCA_002117125.1	4429038	GCF_002117125.1	4444468	
GCA_004803695.1	9374938	GCF_004803695.1	9484388	
GCA_003355495.1	7009178	GCF_003355495.1	7033238	
GCA_900142895.1	4218678	GCF_900142895.1	4229648	
GCA_002240225.1	4899788	GCF_002240225.1	4901448	
GCA_001753165.1	3496908	GCF_001753165.1	3498098	
GCA_003606385.1	7514088	GCF_003606385.1	7533848	
GCA_007745435.1	12887868	GCF_007745435.1	13037828	
GCA_015529805.1	23248188	GCF_015529805.1	24620608	
GCA_007748195.1	12890698	GCF_007748195.1	13035578	
GCA_003711085.1	7729328	GCF_003711085.1	7775248	
GCA_002874535.1	5868028	GCF_002874535.1	5892628	
GCA_001278705.1	2308138	GCF_001278705.1	2310168	
GCA_003626915.1	7548908	GCF_003626915.1	7553938	
GCA_900104705.1	3639168	GCF_900104705.1	4886948	
GCA_014623485.1	22165978	GCF_014623485.1	22176238	
GCA_000723205.1	1162968	GCF_000723205.1	1454718	
GCA_014217255.1	21625988	GCF_014217255.1	21676468	
GCA_900015215.1	6556618	GCF_900015215.1	20505268	
GCA_001659725.1	3288988	GCF_001659725.1	3410758	
GCA_008065115.1	13314458	GCF_008065115.1	13358338	
GCA_007746795.1	12889318	GCF_007746795.1	13037488	
GCA_008035925.1	13283848	GCF_008035925.1	13344538	
GCA_003355155.1	7008818	GCF_003355155.1	25916008	
GCA_013377275.1	20176738	GCF_013377275.1	20177668	
GCA_002874775.1	5868568	GCF_002874775.1	5895328	
GCA_001598055.1	3135848	GCF_001598055.1	3148838	
GCA_003293675.1	6786738	GCF_003293675.1	6866568	
GCA_000831385.1	1509458	GCF_000831385.1	1512988	
GCA_900142435.1	4218658	GCF_900142435.1	4236508	
GCA_900143685.1	3780908	GCF_900143685.1	3842488	
GCA_001975725.1	4018468	GCF_001975725.1	4059948	
GCA_006968745.1	12062718	GCF_006968745.1	19787318	
GCA_002368295.1	5101288	GCF_002368295.1	5140138	
GCA_003065385.1	6395408	GCF_003065385.1	6418818	
GCA_001639105.2	6386088	GCF_001639105.2	6419438	
GCA_001465345.1	2721658	GCF_001465345.1	25920058	
GCA_003855255.1	7976808	GCF_003855255.1	7980318	
GCA_010233585.1	16344838	GCF_010233585.1	16508848	
GCA_016696765.1	24646138	GCF_016696765.1	24689488	
GCA_002814075.1	5716398	GCF_002814075.1	25916588	
GCA_001870225.1	3699338	GCF_001870225.1	3714478	
GCA_002243385.1	4908938	GCF_002243385.1	4911808	
GCA_002076835.1	4335528	GCF_002076835.1	25918088	
GCA_003516165.1	7366458	GCF_003516165.1	7422448	
GCA_013349145.1	20085078	GCF_013349145.1	20100648	
GCA_003390675.1	7081478	GCF_003390675.1	25916908	
GCA_001991055.1	4114248	GCF_001991055.1	4136298	
GCA_016599875.1	24514388	GCF_016599875.1	24688348	
GCA_014107475.1	21478638	GCF_014107475.1	21538838	
GCA_000742675.1	1190868	GCF_000742675.1	1454738	
GCA_000024305.1	25108	GCF_000024305.1	108048	
GCA_900101415.1	3634948	GCF_900101415.1	4368138	
GCA_003004765.2	7458088	GCF_003004765.2	7466758	
GCA_000967465.2	22766608	GCF_000967465.2	22823878	
GCA_009665375.1	15418068	GCF_009665375.1	15459648	
GCA_000246755.1	352888	GCF_000246755.1	360178	
GCA_019665745.1	28433438	GCF_019665745.1	28480298	
GCA_012273295.1	18658708	GCF_012273295.1	19792018	
GCA_003045685.1	6361328	GCF_003045685.1	25906578	
GCA_012273055.1	18657948	GCF_012273055.1	19791818	
GCA_000210375.1	272938	GCF_000210375.1	589388	
GCA_014898655.1	22537308	GCF_014898655.1	22564688	
GCA_004006375.1	8210838	GCF_004006375.1	8465038	
GCA_000021705.1	22508	GCF_000021705.1	42708	
GCA_902164675.1	12053348	GCF_902164675.1	15421938	
GCA_016919465.1	25054808	GCF_016919465.1	26489288	
GCA_900103965.1	3637668	GCF_900103965.1	4368038	
GCA_019355955.1	28041338	GCF_019355955.1	28101168	
GCA_003263915.2	19625928	GCF_003263915.2	19936318	
GCA_002356735.1	5089608	GCF_002356735.1	5109948	
GCA_011040455.1	17294018	GCF_011040455.1	17349378	
GCA_900108535.1	3644268	GCF_900108535.1	4368278	
GCA_003076515.1	6431388	GCF_003076515.1	6442498	
GCA_900240005.1	7639388	GCF_900240005.1	7666148	
GCA_016859375.1	24958408	GCF_016859375.1	24991328	
GCA_003966875.1	8125808	GCF_003966875.1	8151578	
GCA_004328965.1	8711048	GCF_004328965.1	8733168	
GCA_900169125.1	4580598	GCF_900169125.1	4593248	
GCA_000210695.1	273258	GCF_000210695.1	589568	
GCA_900102295.1	3634588	GCF_900102295.1	4367878	
GCA_900103795.1	3630928	GCF_900103795.1	4368018	
GCA_900105815.1	3640018	GCF_900105815.1	4872288	
GCA_900104885.1	3639558	GCF_900104885.1	4367838	
GCA_003571485.1	7449808	GCF_003571485.1	7457328	
GCA_012275065.1	18662308	GCF_012275065.1	19792218	
GCA_018800825.1	27295448	GCF_018800825.1	27339668	
GCA_001543125.1	2853718	GCF_001543125.1	2855168	
GCA_000941095.1	1656078	GCF_000941095.1	25917008	
GCA_902381715.1	13227888	GCF_902381715.1	13316698	
GCA_902381655.1	13227788	GCF_902381655.1	13327208	
GCA_000253095.1	362808	GCF_000253095.1	418838	
GCA_900142985.1	3773908	GCF_900142985.1	3838168	
GCA_900104735.1	3639898	GCF_900104735.1	4368238	
GCA_900104365.1	3636868	GCF_900104365.1	4367958	
GCA_900104125.1	3635848	GCF_900104125.1	4884188	
GCA_007833675.1	12997938	GCF_007833675.1	13049278	
GCA_018288855.1	26623048	GCF_018288855.1	26779718	
GCA_009735645.1	15587568	GCF_009735645.1	15598648	
GCA_001263755.1	2202368	GCF_001263755.1	2240088	
GCA_004354305.1	8758288	GCF_004354305.1	8762478	
GCA_001975185.1	4017928	GCF_001975185.1	4122378	
GCA_011067265.1	17373128	GCF_011067265.1	17397668	
GCA_016919645.1	25054988	GCF_016919645.1	25906618	
GCA_018501965.1	26913678	GCF_018501965.1	27004948	
GCA_014295435.1	21778448	GCF_014295435.1	21817898	
GCA_900104915.1	3639958	GCF_900104915.1	4871628	
GCA_900105105.1	3638688	GCF_900105105.1	4880088	
GCA_003176875.1	6573788	GCF_003176875.1	6585818	
GCA_003051865.1	6375338	GCF_003051865.1	6405088	
GCA_900186025.1	6556508	GCF_900186025.1	21768878	
GCA_013394205.1	20287448	GCF_013394205.1	20300128	
GCA_002381345.1	5118048	GCF_002381345.1	5140558	
GCA_016919345.1	25054668	GCF_016919345.1	26500168	
GCA_000237285.1	320018	GCF_000237285.1	441618	
GCA_902164725.1	12053608	GCF_902164725.1	15421558	
GCA_900105825.1	3639818	GCF_900105825.1	4890288	
GCA_014263315.1	21729108	GCF_014263315.1	21743108	
GCA_019598945.1	28349758	GCF_019598945.1	28453978	
GCA_014109725.1	21480758	GCF_014109725.1	21547088	
GCA_900104535.1	3636068	GCF_900104535.1	4873628	
GCA_900105425.1	3638548	GCF_900105425.1	4885328	
GCA_900105885.1	3639638	GCF_900105885.1	4871608	
GCA_001887715.1	3746438	GCF_001887715.1	3812948	
GCA_009650015.1	15393308	GCF_009650015.1	15585398	
GCA_007993735.1	13191148	GCF_007993735.1	13206328	
GCA_012223425.1	18606548	GCF_012223425.1	18659688	
GCA_017357045.1	25556228	GCF_017357045.1	25574828	
GCA_006363915.1	11347868	GCF_006363915.1	11477808	
GCA_009734345.1	15585828	GCF_009734345.1	15599108	
GCA_902386925.1	13237648	GCF_902386925.1	13327728	
GCA_019633745.1	28391868	GCF_019633745.1	28477058	
GCA_002367995.1	5100988	GCF_002367995.1	5141138	
GCA_900250125.1	7037018	GCF_900250125.1	7054728	
GCA_002367975.1	5100968	GCF_002367975.1	5140158	
GCA_001298445.1	2343738	GCF_001298445.1	3139018	
GCA_006364575.1	11348528	GCF_006364575.1	11476648	
GCA_006364615.1	11348568	GCF_006364615.1	11459408	
GCA_006363895.1	11347848	GCF_006363895.1	11458708	
GCA_002368155.1	5101148	GCF_002368155.1	5142058	
GCA_019186745.1	27821808	GCF_019186745.1	27902988	
GCA_007993655.1	13191088	GCF_007993655.1	13203928	
GCA_902381725.1	13227908	GCF_902381725.1	13329278	
GCA_000689395.1	1067878	GCF_000689395.1	1645798	
GCA_002368095.1	5101088	GCF_002368095.1	5141278	
GCA_008189285.1	13516018	GCF_008189285.1	13596598	
GCA_008189405.1	13516158	GCF_008189405.1	13594188	
GCA_008189525.1	13516278	GCF_008189525.1	13594308	
GCA_008189685.1	13516488	GCF_008189685.1	13592768	
GCA_900177045.1	5675418	GCF_900177045.1	15683388	
GCA_001931505.1	3934898	GCF_001931505.1	3949028	
GCA_002804145.1	5697368	GCF_002804145.1	5707838	
GCA_002999455.1	6223758	GCF_002999455.1	6244268	
GCA_001027185.1	1806948	GCF_001027185.1	25917228	
GCA_003076595.1	6431468	GCF_003076595.1	6442518	
GCA_013211575.1	19802688	GCF_013211575.1	19953728	
GCA_004331915.1	8715378	GCF_004331915.1	25905998	
GCA_015245355.1	22928538	GCF_015245355.1	24621428	
GCA_001907975.2	5961578	GCF_001907975.1	13742138	
GCA_001577525.1	2912618	GCF_001577525.1	3389298	
GCA_002368275.1	5101268	GCF_002368275.1	5140578	
GCA_002073895.1	4318948	GCF_002073895.1	4329698	
GCA_012790675.1	19209688	GCF_012790675.1	19407528	
GCA_002368115.1	5101108	GCF_002368115.1	5141358	
GCA_003956045.1	8105528	GCF_003956045.1	8134598	
GCA_002368075.1	5101068	GCF_002368075.1	5140058	
GCA_014771645.1	22341798	GCF_014771645.1	22348948	
GCA_003029845.1	6315598	GCF_003029845.1	6326508	
GCA_000161455.1	193658	GCF_000161455.1	193678	
GCA_000577275.2	11225808	GCF_000577275.2	15689858	
GCA_000238275.4	22512948	GCF_000238275.3	24057848	
GCA_000238295.4	22512988	GCF_000238295.3	24045728	
GCA_000241055.1	325978	GCF_000241055.1	329118	
GCA_000166935.1	202718	GCF_000166935.1	234798	
GCA_000242915.2	331948	GCF_000242915.1	331968	
GCA_000172155.1	212638	GCF_000172155.1	234818	
GCA_000214275.3	395698	GCF_000214275.2	395718	
GCA_000183525.3	395658	GCF_000183525.2	395678	
GCA_000170955.2	441938	GCF_000170955.2	441958	
GCA_014918315.1	22563308	GCF_014918315.1	22579238	
GCA_000237805.1	321858	GCF_000237805.1	495708	
GCA_000384965.1	688058	GCF_000384965.1	1699798	
GCA_000231055.3	367308	GCF_000231055.2	371048	
GCA_000497425.1	864268	GCF_000497425.1	878868	
GCA_000166195.3	331368	GCF_000166195.2	331888	
GCA_000244975.1	355578	GCF_000244975.1	357148	
GCA_000212915.1	283018	GCF_000212915.1	283498	
GCA_000244955.1	355588	GCF_000244955.1	357128	
GCA_000237825.1	321848	GCF_000237825.1	324228	
GCA_000244895.1	355548	GCF_000244895.1	357088	
GCA_000158095.2	7672428	GCF_000158095.2	9038108	
GCA_000165795.1	252998	GCF_000165795.1	253328	
GCA_000154705.2	1303688	GCF_000154705.2	1502658	
GCA_000153125.2	877768	GCF_000153125.2	974498	
GCA_000243255.1	331378	GCF_000243255.1	357008	
GCA_000243395.3	395798	GCF_000243395.2	395818	
GCA_000275865.1	399208	GCF_000275865.1	401778	
GCA_000233695.3	395838	GCF_000233695.2	395858	
GCA_000340475.1	555238	GCF_000340475.1	628578	
GCA_000160775.2	202238	GCF_000160775.2	240048	
GCA_000314895.2	689838	GCF_000314895.2	858428	
GCA_000262445.1	390418	GCF_000262445.1	395218	
GCA_000454545.1	772998	GCF_000454545.1	1134258	
GCA_000166275.1	201868	GCF_000166275.1	234898	
GCA_004295685.1	8644848	GCF_004295685.1	8656468	
GCA_000177215.2	321388	GCF_000177215.2	323548	
GCA_000756715.2	1367178	GCF_000756715.1	1502738	
GCA_002993885.1	6203448	GCF_002993885.1	6241188	
GCA_900291985.1	6269998	GCF_900291985.1	6303958	
GCA_014925355.1	22578278	GCF_014925355.1	22587478	
GCA_006704145.1	11844448	GCF_006704145.1	11980098	
GCA_000263675.2	395918	GCF_000263675.1	475948	
GCA_009866525.1	15786888	GCF_009866525.1	15832058	
GCA_000470885.1	789458	GCF_000470885.1	1143018	
GCA_000442985.1	833678	GCF_000442985.1	840378	
GCA_002774925.1	5654768	GCF_002774925.1	13195178	
GCA_000236145.1	317818	GCF_000236145.1	382158	
GCA_000255355.1	368248	GCF_000255355.1	419618	
GCA_000143825.1	169758	GCF_000143825.1	234518	
GCA_000332235.1	529018	GCF_000332235.1	621838	
GCA_000497445.1	864258	GCF_000497445.1	878888	
GCA_000154965.1	180878	GCF_000154965.1	180898	
GCA_001462435.1	3281428	GCF_001462435.1	3286538	
GCA_900258455.1	6257148	GCF_900258455.1	6285318	
GCA_000146675.1	169628	GCF_000146675.1	233698	
GCA_001695575.1	3454538	GCF_001695575.1	3457968	
GCA_000146345.1	169328	GCF_000146345.1	233818	
GCA_000152145.1	175488	GCF_000152145.1	235198	
GCA_000146895.1	169738	GCF_000146895.1	233898	
GCA_000385435.1	688078	GCF_000385435.1	1434078	
GCA_001471275.2	5909118	GCF_001471275.2	5922378	
GCA_000160855.1	192458	GCF_000160855.1	192478	
GCA_007827425.1	12985108	GCF_007827425.1	13045818	
GCA_900699155.1	11223138	GCF_900699155.1	12735798	
GCA_900454225.1	6983148	GCF_900454225.1	7005438	
GCA_900460995.1	7043238	GCF_900460995.1	7051308	
GCA_000262045.1	378598	GCF_000262045.1	617258	
GCA_000452245.2	2547548	GCF_000452245.2	2571858	
GCA_000813365.1	1461878	GCF_000813365.1	1517668	
GCA_900445995.1	7044098	GCF_900445995.1	7052188	
GCA_018094625.1	26400688	GCF_018094625.1	26432508	
GCA_900105375.1	3641898	GCF_900105375.1	3912478	
GCA_001541345.2	6935318	GCF_001541345.2	6951738	
GCA_900459125.1	6997968	GCF_900459125.1	7028338	
GCA_001951355.1	3973898	GCF_001951355.1	3983598	
GCA_000964545.1	1712098	GCF_000964545.1	1715828	
GCA_003385765.1	7073528	GCF_003385765.1	7095278	
GCA_002813445.1	5713408	GCF_002813445.1	5716778	
GCA_900450845.1	7000568	GCF_900450845.1	7029278	
GCA_001083805.1	1900938	GCF_001083805.1	2024148	
GCA_000383515.1	610858	GCF_000383515.1	667158	
GCA_013112235.1	19632428	GCF_013112235.1	19658468	
GCA_006539145.1	11592818	GCF_006539145.1	11655018	
GCA_900450735.1	6998168	GCF_900450735.1	7018478	
GCA_014650635.1	22193838	GCF_014650635.1	22232878	
GCA_000730645.1	1175078	GCF_000730645.1	1522248	
GCA_000262755.1	379768	GCF_000262755.1	382138	
GCA_000175615.1	219258	GCF_000175615.1	219278	
GCA_001274775.1	2300498	GCF_001274775.1	2302008	
GCA_001274715.1	2300438	GCF_001274715.1	2302148	
GCA_000820145.1	1479368	GCF_000820145.1	1518868	
GCA_012396435.1	18786878	GCF_012396435.1	18902628	
GCA_900445945.1	7044698	GCF_900445945.1	7052748	
GCA_003148495.1	6535988	GCF_003148495.1	6565978	
GCA_002940085.1	6054008	GCF_002940085.1	6104478	
GCA_018853935.1	27357958	GCF_018853935.1	27366758	
GCA_002723955.1	5577758	GCF_002723955.1	5589598	
GCA_007827695.1	12985378	GCF_007827695.1	13036958	
GCA_000317285.1	503268	GCF_000317285.1	616258	
GCA_001434985.1	2582428	GCF_001434985.1	2589288	
GCA_000243695.3	718468	GCF_000243695.2	718488	
GCA_000420465.1	728848	GCF_000420465.1	849128	
GCA_000236805.2	351248	GCF_000236805.1	385178	
GCA_000425785.1	776798	GCF_000425785.1	1121438	
GCA_001012775.1	1784068	GCF_001012775.1	1785298	
GCA_002101675.1	4388788	GCF_002101675.1	4402498	
GCA_900457375.1	6991968	GCF_900457375.1	7022598	
GCA_900458435.1	6998248	GCF_900458435.1	7024318	
GCA_004136565.1	8395918	GCF_004136565.1	8432078	
GCA_004519295.1	8950078	GCF_004519295.1	8999698	
GCA_900099655.1	3631268	GCF_900099655.1	3906078	
GCA_007830235.1	12987908	GCF_007830235.1	13027458	
GCA_007989385.1	13181508	GCF_007989385.1	13215808	
GCA_002834225.1	5771178	GCF_002834225.1	5782138	
GCA_900454465.1	6998988	GCF_900454465.1	7026998	
GCA_013761015.1	20906248	GCF_013761015.1	21389238	
GCA_900106605.1	3641838	GCF_900106605.1	3910298	
GCA_004346035.1	8737128	GCF_004346035.1	8748778	
GCA_901542405.1	11336468	GCF_901542405.1	13010088	
GCA_900445305.1	7041818	GCF_900445305.1	7050948	
GCA_002374275.1	5107248	GCF_002374275.1	5141398	
GCA_000368585.1	596128	GCF_000368585.1	669358	
GCA_013408165.1	20324328	GCF_013408165.1	20364688	
GCA_001302265.1	2356108	GCF_001302265.1	2362668	
GCA_015351335.1	23053548	GCF_015351335.1	23059428	
GCA_000187465.1	244708	GCF_000187465.1	251548	
GCA_001436535.1	2583918	GCF_001436535.1	2590428	
GCA_001552375.1	2866918	GCF_001552375.1	3521188	
GCA_000296405.1	425308	GCF_000296405.1	472988	
GCA_001648555.1	3247958	GCF_001648555.1	3252868	
GCA_000518765.1	891778	GCF_000518765.1	1125898	
GCA_900129945.1	3779628	GCF_900129945.1	3843368	
GCA_900460155.1	7000388	GCF_900460155.1	7030878	
GCA_000803315.1	1423018	GCF_000803315.1	1472268	
GCA_016907315.1	25036568	GCF_016907315.1	25069938	
GCA_002019635.1	4182828	GCF_002019635.1	4189308	
GCA_001636405.1	3217908	GCF_001636405.1	3219108	
GCA_004368925.1	8782808	GCF_004368925.1	8831458	
GCA_001183605.1	2024668	GCF_001183605.1	2028228	
GCA_007994985.1	13192488	GCF_007994985.1	13207288	
GCA_014196975.1	21601308	GCF_014196975.1	21618748	
GCA_002128425.1	4465258	GCF_002128425.1	4605238	
GCA_900116625.1	3710168	GCF_900116625.1	3913258	
GCA_002102065.1	4389168	GCF_002102065.1	4403518	
GCA_001514145.1	2788488	GCF_001514145.1	2793218	
GCA_013087605.1	19579258	GCF_013087605.1	22710178	
GCA_900103225.1	3632468	GCF_900103225.1	3908298	
GCA_002211225.1	4639558	GCF_002211225.1	4642998	
GCA_001676875.1	3324058	GCF_001676875.1	3326518	
GCA_003202035.1	6613438	GCF_003202035.1	6621238	
GCA_902498995.1	19358658	GCF_902498995.1	20099878	
GCA_015645455.1	23392708	GCF_015645455.1	23442898	
GCA_003050905.1	6374378	GCF_003050905.1	6409928	
GCA_009826855.1	15722188	GCF_009826855.1	15928698	
GCA_001294335.1	2326918	GCF_001294335.1	2336948	
GCA_014467235.1	21977568	GCF_014467235.1	22002798	
GCA_900101915.1	3634208	GCF_900101915.1	4889468	
GCA_004363595.1	8771298	GCF_004363595.1	8784388	
GCA_007990205.1	13182328	GCF_007990205.1	13220288	
GCA_000730685.1	1175118	GCF_000730685.1	1703148	
GCA_000466945.1	781918	GCF_000466945.1	815928	
GCA_000731985.1	1176738	GCF_000731985.1	2036998	
GCA_014645755.1	22188918	GCF_014645755.1	22209188	
GCA_002008225.1	4162538	GCF_002008225.1	4163548	
GCA_003985145.1	8168028	GCF_003985145.1	8213388	
GCA_003987555.1	8171208	GCF_003987555.1	8181728	
GCA_006333845.1	11212498	GCF_006333845.1	11388408	
GCA_002738225.1	5596988	GCF_002738225.1	5612658	
GCA_000178815.2	885788	GCF_000178815.2	1080568	
GCA_900454605.1	6999508	GCF_900454605.1	7028318	
GCA_003634235.1	7561278	GCF_003634235.1	7594508	
GCA_008364955.1	13700888	GCF_008364955.1	13724068	
GCA_014596995.1	22136198	GCF_014596995.1	22153298	
GCA_900445025.1	6740878	GCF_900445025.1	6819168	
GCA_004912135.1	9484148	GCF_004912135.1	9498058	
GCA_000368565.1	596118	GCF_000368565.1	669338	
GCA_010093235.1	16309598	GCF_010093235.1	16414058	
GCA_001653715.1	3281928	GCF_001653715.1	3286618	
GCA_016860545.1	24959598	GCF_016860545.1	25008568	
GCA_000382425.1	607658	GCF_000382425.1	665718	
GCA_004340905.1	8724868	GCF_004340905.1	8752938	
GCA_001552315.1	2866858	GCF_001552315.1	2870788	
GCA_000375365.1	597618	GCF_000375365.1	632858	
GCA_003226565.1	6648538	GCF_003226565.1	6658978	
GCA_000226135.2	338008	GCF_000226135.1	366198	
GCA_000739935.1	1188068	GCF_000739935.1	1697638	
GCA_001598535.1	3141358	GCF_001598535.1	3148658	
GCA_001895025.1	3773608	GCF_001895025.1	3838088	
GCA_001434815.1	2582298	GCF_001434815.1	2588988	
GCA_000407245.1	698878	GCF_000407245.1	703528	
GCA_002091495.1	4367178	GCF_002091495.1	4374668	
GCA_000421705.1	730148	GCF_000421705.1	1074368	
GCA_000262545.1	382508	GCF_000262545.1	495868	
GCA_000374605.1	605788	GCF_000374605.1	636998	
GCA_001514495.1	2788808	GCF_001514495.1	3139318	
GCA_000168975.1	206398	GCF_000168975.1	206418	
GCA_002091675.1	4367378	GCF_002091675.1	4374728	
GCA_001571285.1	2893658	GCF_001571285.1	2904318	
GCA_000238915.2	324388	GCF_000238915.1	324408	
